contig_25857	NZ_LR214980.1	0.197292	1.61E-52	8/1000
contig_10581	NZ_CP024999.1	0.0106545	0	666/1000
contig_10581	NC_021552.1	0.0265635	0	401/1000
contig_10581	NZ_CP015818.1	0.0294234	0	369/1000
contig_11624	NZ_CP042870.1	0.0392331	0	281/1000
contig_9856	NZ_CP032158.1	0.0425838	0	257/1000
contig_19216	NZ_CP019990.1	0.052117	0	201/1000
contig_26177	NZ_CP019212.1	0.0535266	0	194/1000
contig_9869	NZ_MT230274.1	0.0547827	0	188/1000
contig_19216	NZ_OU015348.1	0.0600659	0	165/1000
contig_9199	NZ_MT230274.1	0.0610707	0	161/1000
contig_19216	NZ_LT598667.1	0.0613264	0	160/1000
contig_26177	NZ_LR135337.1	0.0621044	0	157/1000
contig_19216	NZ_CP019210.1	0.064825	0	147/1000
contig_9199	NZ_CP015818.1	0.0656822	0	144/1000
contig_25185	CP030458.1	0.0677629	0	137/1000
contig_3019	NZ_MT230274.1	0.0690061	0	133/1000
contig_8308	CP052982.1	0.0690061	0	133/1000
contig_9643	NZ_CP042342.1	0.0712856	0	126/1000
contig_11624	NZ_CP050046.1	0.0737105	0	119/1000
contig_10581	CP030519.1	0.0747985	0	116/1000
contig_11624	NZ_CP020060.1	0.0782587	0	107/1000
contig_11624	NZ_CP021693.1	0.0799006	0	103/1000
contig_11624	NZ_MT230418.1	0.080322	0	102/1000
contig_10585	CP052005.1	0.0824989	0	97/1000
contig_25205	NZ_MW367470.1	0.0852783	0	91/1000
contig_11624	NZ_CP040859.1	0.0852783	0	91/1000
contig_8671	NZ_CP018183.1	0.0877506	0	86/1000
contig_11624	NC_025183.1	0.0887833	0	84/1000
contig_11624	CP074230.1	0.0887833	0	84/1000
contig_11624	NZ_CP068905.1	0.0898429	0	82/1000
contig_7102	NZ_AP019828.1	0.0914855	0	79/1000
contig_19216	NZ_CP041258.1	0.0920479	0	78/1000
contig_15693	CP030551.1	0.0926182	0	77/1000
contig_25427	NZ_MT230418.1	0.0926182	0	77/1000
contig_18539	NZ_CP017683.1	0.0949813	0	73/1000
contig_11624	NZ_CP026753.1	0.0949813	0	73/1000
contig_16183	NZ_MT230418.1	0.100846	0	64/1000
contig_18539	NZ_CP032158.1	0.101551	0	63/1000
contig_11624	NZ_CP058962.1	0.102268	0	62/1000
contig_25185	NZ_CP024999.1	0.102997	0	61/1000
contig_7937	NZ_CP014896.1	0.10374	0	60/1000
contig_7937	NZ_CP012188.1	0.104495	0	59/1000
contig_15693	NZ_CP017683.1	0.106047	0	57/1000
contig_5236	NZ_CP016690.1	0.106845	0	56/1000
contig_16245	NZ_OU015348.1	0.106845	0	56/1000
contig_8367	NZ_CP012191.1	0.107658	0	55/1000
contig_9199	NZ_LT598667.1	0.108487	0	54/1000
contig_11624	NZ_CP070550.1	0.109331	0	53/1000
contig_20478	CP052005.1	0.110193	0	52/1000
contig_10733	NZ_CP031541.1	0.110193	0	52/1000
contig_8671	NZ_CP044234.1	0.110193	0	52/1000
contig_23385	CP052982.1	0.110193	0	52/1000
contig_6887	CP030519.1	0.111073	0	51/1000
contig_11624	NZ_CP068909.1	0.111073	0	51/1000
contig_10581	NZ_CP032158.1	0.112887	0	49/1000
contig_8671	NZ_CP029967.1	0.112887	6.37345e-322	49/1000
contig_11624	NZ_CP018884.1	0.112887	0	49/1000
contig_11624	NZ_CP035204.1	0.113823	0	48/1000
contig_11624	NZ_LC508263.1	0.113823	0	48/1000
contig_11624	NZ_LC505604.1	0.113823	0	48/1000
contig_11624	NZ_LC508722.1	0.113823	0	48/1000
contig_15694	NZ_CP017683.1	0.115759	5.21991e-312	46/1000
contig_11624	NZ_CP068934.1	0.115759	0	46/1000
contig_12129	NZ_CP012191.1	0.11676	9.4663e-321	45/1000
contig_10581	CP030551.1	0.11676	4.53998e-312	45/1000
contig_16245	NZ_CP019990.1	0.11676	1.05547e-317	45/1000
contig_25427	CP057671.1	0.117785	6.10122e-319	44/1000
contig_11624	NZ_CP020059.1	0.118834	7.18257e-310	43/1000
contig_10733	NZ_CP016688.1	0.118834	3.9713e-320	43/1000
contig_8671	NZ_CP014891.1	0.118834	3.92E-280	43/1000
contig_12129	NZ_CP012190.1	0.118834	2.75E-304	43/1000
contig_8671	NZ_CP035152.1	0.119909	5.52E-272	42/1000
contig_25185	NZ_CP015818.1	0.12101	3.76E-279	41/1000
contig_11624	NZ_AP022515.1	0.12214	4.50E-287	40/1000
contig_11624	NZ_MT449722.1	0.12214	5.40E-287	40/1000
contig_11624	NZ_CP077202.1	0.1233	4.42E-279	39/1000
contig_11624	NZ_CP058961.1	0.1233	2.44E-279	39/1000
contig_16326	NZ_AP019828.1	0.1233	7.38E-284	39/1000
contig_11624	NZ_CP070525.1	0.124491	8.83E-272	38/1000
contig_3563	NZ_CP016686.1	0.125715	3.50E-249	37/1000
contig_5236	NZ_CP012189.1	0.125715	3.48E-251	37/1000
contig_2791	NZ_CP016686.1	0.126974	3.99E-241	36/1000
contig_3019	NZ_LT598667.1	0.126974	3.25E-256	36/1000
contig_10733	NZ_CP012189.1	0.126974	4.75E-265	36/1000
contig_25427	NZ_MW240712.1	0.126974	4.80E-267	36/1000
contig_11624	NZ_CP065451.1	0.126974	1.73E-256	36/1000
contig_20617	NZ_CP016687.1	0.12827	4.31E-228	35/1000
contig_11624	NZ_CP070599.1	0.12827	4.20E-249	35/1000
contig_9869	NZ_LT598667.1	0.12827	1.76E-259	35/1000
contig_11624	NZ_CP026219.1	0.12827	1.47E-250	35/1000
