bin_96.fasta,1473313,0.42299022678819775
bin_69.fasta,379876,0.5378386631427097
bin_99.fasta,1902499,0.39644068144056843
bin_24.fasta,3958155,0.36931499650721106
bin_31.fasta,2432415,0.41589572503047384
bin_0.fasta,977554,0.3099153601744763
bin_18.fasta,851077,0.40528177826448136
bin_9.fasta,7392520,0.3797736089993669
bin_41.fasta,1938161,0.40831540826587676
bin_28.fasta,2662657,0.38221633503676966
bin_26.fasta,2777852,0.3831201230303126
bin_48.fasta,1986857,0.40174657763492794
bin_55.fasta,1862948,0.46278103307231333
bin_52.fasta,977814,0.5596923341248949
bin_58.fasta,645123,0.39802177259220334
bin_86.fasta,1448401,0.48730565637554796
bin_54.fasta,1489092,0.40088120814563505
bin_78.fasta,1101288,0.4771730918706097
bin_79.fasta,3584644,0.5562334781361831
bin_80.fasta,2288562,0.31538669260435154
bin_57.fasta,29427367,0.45836741017298627
bin_29.fasta,2199299,0.39744391281040004
bin_81.fasta,5242826,0.42546252727059797
bin_37.fasta,1853129,0.28077915784599994
bin_50.fasta,2613910,0.5368486290652701
bin_2.fasta,686588,0.45393015898908806
bin_89.fasta,1590799,0.47457975520477447
bin_32.fasta,1739505,0.298932167484428
bin_42.fasta,2348577,0.40719635762421247
bin_20.fasta,1115519,0.45940768377768554
bin_103.fasta,797377,0.41543209799128894
bin_12.fasta,2729407,0.3095100877223514
bin_19.fasta,1850533,0.4551299544509609
bin_60.fasta,1075039,0.5390716057743021
bin_5.fasta,2163496,0.37770673021812845
bin_15.fasta,400079,0.34846867743620635
bin_98.fasta,1261460,0.40541673933378786
bin_95.fasta,635279,0.42142271348494126
bin_66.fasta,3932897,0.33378982465088713
bin_3.fasta,2176501,0.5427606052099218
bin_85.fasta,2334751,0.4032468558745665
bin_1.fasta,3056415,0.417639293093379
bin_16.fasta,2313145,0.3623944888885046
bin_67.fasta,4123230,0.4220487336384339
bin_39.fasta,2348147,0.427398284690013
bin_4.fasta,2662286,0.38705120336432675
bin_38.fasta,20557057,0.3643386794131086
bin_59.fasta,727237,0.4326031266285956
bin_6.fasta,2589972,0.385709189134091
bin_87.fasta,2312020,0.3046054964922449
bin_101.fasta,1428519,0.39666045743878803
bin_53.fasta,2397716,0.3007716510212219
bin_51.fasta,1627550,0.3765334398328776
bin_82.fasta,7175331,0.3578866257180331
bin_47.fasta,2812251,0.3284159202005795
bin_45.fasta,2678315,0.4096866873388679
bin_71.fasta,1307663,0.3207967190323501
bin_56.fasta,1323692,0.5211544679578028
bin_84.fasta,3677232,0.37861739482306256
bin_11.fasta,7159655,0.3633719781190574
bin_46.fasta,4929988,0.40794866032128274
bin_63.fasta,1944500,0.39263872460786836
bin_61.fasta,3846788,0.28584522983850424
bin_33.fasta,3232490,0.37808902734424543
bin_40.fasta,2032198,0.46539165967095725
bin_25.fasta,2247638,0.370004867331839
bin_62.fasta,1778531,0.40518720224724786
bin_65.fasta,15912959,0.3960722829738957
bin_17.fasta,1195297,0.3841170855444295
bin_70.fasta,4231354,0.3325845580398142
bin_74.fasta,8107652,0.28877115100648126
bin_43.fasta,3919716,0.4050487331225017
bin_68.fasta,1082323,0.39158827817573866
bin_30.fasta,2521322,0.3606084427137827
bin_88.fasta,1408122,0.2813492012765939
